Jahr,Bezirk,Geschlecht,Alter_Gruppe,Burgenland,Kaernten,Niederoesterreich,Oberoesterreich,Salzburg,Steiermark,Tirol,Vorarlberg,Wien,Ausland,Unbekannt
2015,1020,1,5,23,83,216,157,53,85,42,30,1671,1702,16
2015,1020,1,6,67,96,317,221,63,114,60,42,1478,2214,6
2015,1020,1,7,73,105,280,235,66,155,67,53,1354,2276,10
2015,1020,1,8,43,90,246,151,55,141,52,44,1069,1963,1
2015,1020,1,9,46,75,233,148,51,121,41,50,1151,1848,5
2015,1020,1,10,40,73,250,164,52,138,44,23,1266,1753,11
2015,1020,1,11,39,57,296,118,22,123,34,28,1314,1568,18
2015,1020,1,12,45,59,280,75,19,79,27,16,920,1242,36
2015,1020,1,13,52,40,250,49,11,66,20,9,670,1084,45
2015,1020,1,14,37,29,209,50,14,56,20,5,731,710,38
2015,1020,1,15,38,14,220,30,4,47,8,4,991,487,63
2015,1020,1,16,38,10,172,16,3,14,3,1,492,279,37
2015,1020,1,17,49,4,185,13,5,26,7,1,675,235,71
2016,1020,1,1,9,8,193,15,8,14,1,0,2532,257,1
2016,1020,1,2,6,13,142,22,3,10,8,5,1964,448,3
2016,1020,1,3,8,13,71,20,4,14,3,5,1591,562,0
2016,1020,1,4,6,22,82,18,14,22,8,7,1454,968,7
2016,1020,1,5,23,74,212,157,60,85,41,40,1601,1808,19
2016,1020,1,6,57,94,312,228,69,112,56,54,1469,2353,11
2016,1020,1,7,79,119,273,244,63,158,58,45,1353,2301,9
2016,1020,1,8,47,92,247,169,55,142,66,54,1062,2110,5
2016,1020,1,9,45,78,230,147,47,135,37,46,1113,1885,3
2016,1020,1,10,34,77,244,153,54,125,41,28,1232,1729,8
2016,1020,1,11,42,60,286,133,27,133,43,25,1280,1556,18
2016,1020,1,12,41,59,275,76,22,80,24,18,1002,1251,33
2016,1020,1,13,49,38,246,51,10,72,18,12,686,1109,38
2016,1020,1,14,34,37,220,47,14,57,24,4,744,782,37
2016,1020,1,15,39,14,198,34,4,47,6,5,824,482,56
2016,1020,1,16,38,9,199,15,4,21,4,1,639,319,42
2016,1020,1,17,46,6,182,16,3,22,8,1,630,234,68
2017,1020,1,1,5,8,195,13,5,12,3,0,2599,263,0
2017,1020,1,2,8,8,150,13,4,12,7,4,2001,480,5
2017,1020,1,3,8,13,82,29,1,14,4,5,1639,598,1
2017,1020,1,4,4,21,64,18,11,17,5,8,1466,982,6
2017,1020,1,5,35,91,235,137,66,107,50,43,1552,1972,14
2017,1020,1,6,50,96,324,218,57,116,67,50,1500,2457,10
2017,1020,1,7,71,111,263,238,64,137,54,43,1321,2473,9
2017,1020,1,8,64,90,249,181,56,141,69,48,1121,2208,3
2017,1020,1,9,46,80,227,152,53,137,40,47,1049,1862,2
2017,1020,1,10,36,86,244,160,55,128,38,33,1177,1780,6
2017,1020,1,11,42,62,289,124,32,135,42,20,1344,1674,12
2017,1020,1,12,41,59,256,88,27,88,27,20,1034,1266,31
2017,1020,1,13,41,43,259,63,10,83,19,14,723,1127,37
2017,1020,1,14,38,36,203,42,9,49,19,5,737,845,36
2017,1020,1,15,36,16,189,37,9,48,6,5,721,513,43
2017,1020,1,16,38,10,196,19,5,30,8,1,742,337,49
2017,1020,1,17,52,7,193,14,3,19,8,1,617,241,67
2018,1020,1,1,3,6,191,8,7,6,2,0,2491,243,0
2018,1020,1,2,9,9,143,16,6,14,6,2,2004,547,5
2018,1020,1,3,7,12,100,27,2,14,3,3,1637,591,2
2018,1020,1,4,5,13,69,12,7,15,5,9,1541,985,4
2018,1020,1,5,30,82,228,134,73,83,40,52,1494,1906,7
2018,1020,1,6,60,109,317,220,63,130,67,37,1553,2369,10
2018,1020,1,7,64,94,271,236,73,147,61,46,1271,2483,3
2018,1020,1,8,60,95,236,181,54,135,67,50,1141,2267,4
2018,1020,1,9,41,84,245,148,42,135,43,39,981,1889,2
2018,1020,1,10,36,86,227,164,62,130,36,37,1153,1810,2
2018,1020,1,11,44,70,280,130,40,138,46,22,1329,1720,13
2018,1020,1,12,42,56,260,99,25,91,27,24,1109,1361,25
2018,1020,1,13,38,46,252,65,12,84,20,11,728,1125,37
2018,1020,1,14,40,38,204,40,8,52,19,4,658,863,30
2018,1020,1,15,38,20,186,41,11,50,13,7,718,548,41
2018,1020,1,16,35,12,188,22,5,36,8,2,806,334,51
2018,1020,1,17,56,8,202,16,2,17,5,1,607,283,61
2019,1020,1,1,6,5,186,6,2,11,3,1,2498,209,0
2019,1020,1,2,8,8,140,15,10,8,7,2,1976,496,1
2019,1020,1,3,6,10,109,29,3,17,3,4,1662,588,3
2019,1020,1,4,6,12,64,14,5,12,4,7,1552,904,2
2019,1020,1,5,19,81,204,117,67,79,45,54,1469,1859,6
2019,1020,1,6,63,104,340,222,71,121,67,43,1472,2242,8
2019,1020,1,7,73,106,291,211,70,128,56,58,1307,2432,4
2019,1020,1,8,58,101,228,208,58,155,73,52,1174,2236,6
2019,1020,1,9,48,90,241,134,49,130,52,44,980,1902,1
2019,1020,1,10,33,79,232,160,54,122,30,40,1095,1808,0
2019,1020,1,11,46,75,248,136,41,143,48,18,1275,1706,11
2019,1020,1,12,39,58,266,105,31,94,27,25,1193,1422,22
2019,1020,1,13,37,44,244,69,13,83,28,12,748,1145,26
2019,1020,1,14,42,36,215,42,10,57,13,7,606,889,32
2019,1020,1,15,39,25,187,40,12,48,15,6,656,585,33
2019,1020,1,16,38,12,189,24,4,36,8,2,870,348,42
2019,1020,1,17,53,8,201,19,3,22,5,2,603,303,61
2020,1020,1,1,4,5,176,5,2,11,4,1,2476,215,0
2020,1020,1,2,9,5,144,9,7,12,5,1,2008,462,1
2020,1020,1,3,6,12,109,23,3,13,3,4,1713,551,1
2020,1020,1,4,7,15,88,24,6,20,8,6,1521,914,4
2020,1020,1,5,16,91,166,129,55,66,38,47,1461,1866,2
2020,1020,1,6,53,105,379,218,75,106,62,55,1583,2169,8
2020,1020,1,7,72,102,316,216,77,131,71,58,1316,2490,3
2020,1020,1,8,72,97,230,239,58,149,64,51,1214,2341,7
2020,1020,1,9,43,91,243,137,53,128,64,43,969,1904,2
2020,1020,1,10,35,70,211,148,47,120,38,44,1099,1813,2
2020,1020,1,11,41,78,240,152,52,141,41,25,1194,1743,8
2020,1020,1,12,41,53,278,113,32,113,34,27,1224,1474,16
2020,1020,1,13,38,50,243,75,17,72,28,13,838,1148,25
2020,1020,1,14,45,38,219,41,10,62,17,9,578,926,31
2020,1020,1,15,33,23,177,35,13,43,15,5,630,614,29
2020,1020,1,16,36,14,181,24,5,36,7,3,814,372,43
2020,1020,1,17,52,12,220,23,3,25,5,0,698,323,54
2021,1020,1,1,7,1,169,13,2,8,8,3,2404,178,0
2021,1020,1,2,7,6,141,9,7,11,2,1,2009,433,0
2021,1020,1,3,2,9,124,14,5,13,6,3,1738,544,1
2021,1020,1,4,8,13,74,27,9,26,9,5,1513,812,2
2021,1020,1,5,13,87,178,116,58,69,44,47,1471,1839,5
2021,1020,1,6,50,102,364,222,64,99,68,59,1591,2170,8
2021,1020,1,7,65,93,328,219,77,123,71,58,1290,2425,5
2021,1020,1,8,67,103,231,245,57,150,63,51,1241,2348,4
2021,1020,1,9,44,79,221,146,64,119,66,49,964,1983,3
2021,1020,1,10,39,77,219,140,44,119,43,42,1070,1813,2
2021,1020,1,11,32,75,236,149,52,128,39,30,1161,1728,6
2021,1020,1,12,43,60,278,130,34,123,40,23,1204,1480,13
2021,1020,1,13,39,49,237,73,20,71,23,15,893,1174,27
2021,1020,1,14,45,33,222,45,9,70,15,13,583,940,24
2021,1020,1,15,31,29,176,35,12,42,18,4,634,675,27
2021,1020,1,16,35,13,149,25,6,35,4,3,665,367,40
2021,1020,1,17,51,13,229,24,5,25,7,0,769,348,56
2022,1020,1,1,8,3,138,10,2,10,7,2,2273,162,0
2022,1020,1,2,3,8,143,14,6,11,4,1,2034,412,0
2022,1020,1,3,7,8,139,8,5,17,6,2,1735,537,1
2022,1020,1,4,11,12,85,27,5,18,6,9,1547,778,4
2022,1020,1,5,14,67,151,111,66,65,53,50,1497,1907,7
2022,1020,1,6,41,101,368,214,63,114,65,60,1482,2221,6
2022,1020,1,7,59,88,333,228,76,121,66,62,1316,2351,5
2022,1020,1,8,67,94,252,219,57,125,61,37,1194,2327,4
2022,1020,1,9,54,80,203,163,67,119,66,47,1019,2006,2
2022,1020,1,10,38,71,223,132,44,122,43,40,1000,1762,1
2022,1020,1,11,31,82,230,155,52,125,39,37,1102,1697,5
2022,1020,1,12,39,60,271,120,39,116,39,17,1211,1562,12
2022,1020,1,13,43,51,230,88,21,80,27,23,950,1156,18
2022,1020,1,14,42,34,229,58,9,73,17,10,606,953,24
2022,1020,1,15,34,33,171,30,7,34,13,4,638,703,29
2022,1020,1,16,31,13,142,27,11,39,6,5,552,399,32
2022,1020,1,17,56,12,226,26,6,28,11,0,844,351,59
2023,1020,1,1,5,0,112,9,2,10,2,2,2188,257,0
2023,1020,1,2,6,11,153,16,6,11,5,3,2039,513,0
2023,1020,1,3,9,8,130,8,4,16,5,2,1787,629,1
2023,1020,1,4,8,12,102,28,7,20,4,4,1533,878,2
2023,1020,1,5,22,63,164,94,60,54,38,40,1611,2030,5
2023,1020,1,6,36,96,361,223,72,123,74,70,1477,2330,6
2023,1020,1,7,60,91,364,232,76,125,57,56,1406,2482,6
2023,1020,1,8,66,83,248,213,64,128,65,44,1202,2416,5
2023,1020,1,9,48,86,203,172,63,120,66,47,1049,2150,3
2023,1020,1,10,43,75,237,120,40,120,46,33,953,1859,3
2023,1020,1,11,31,72,221,168,56,110,36,40,1051,1692,2
2023,1020,1,12,40,67,267,122,42,121,39,20,1188,1598,10
2023,1020,1,13,39,45,231,98,24,87,26,27,1016,1261,17
2023,1020,1,14,34,41,227,60,10,71,17,9,619,971,20
2023,1020,1,15,40,31,169,33,8,42,15,4,555,727,22
2023,1020,1,16,30,17,146,29,12,37,8,7,567,431,27
2023,1020,1,17,54,11,223,29,6,31,12,0,862,371,60
2024,1020,1,1,3,1,121,8,4,12,1,3,2181,271,0
2024,1020,1,2,5,8,146,13,4,13,4,2,2068,528,0
2024,1020,1,3,8,4,130,9,7,12,6,1,1786,638,1
2024,1020,1,4,7,12,110,25,10,22,3,1,1574,996,2
2024,1020,1,5,15,51,164,76,50,56,34,28,1613,2008,1
2024,1020,1,6,28,94,337,209,84,120,74,57,1532,2383,7
2024,1020,1,7,61,103,406,238,79,125,56,63,1456,2499,5
2024,1020,1,8,72,86,290,197,63,118,57,47,1237,2487,6
2024,1020,1,9,49,90,202,198,64,138,68,51,1093,2228,4
2024,1020,1,10,45,72,228,121,49,112,54,37,948,1935,3
2024,1020,1,11,33,70,224,150,55,105,32,41,1015,1685,3
2024,1020,1,12,39,69,236,125,41,118,40,21,1133,1615,8
2024,1020,1,13,33,45,234,106,28,92,27,23,1092,1316,17
2024,1020,1,14,33,43,220,61,13,70,23,12,646,1008,15
2024,1020,1,15,44,31,184,33,7,47,9,7,493,742,27
2024,1020,1,16,29,19,144,29,13,37,9,5,523,473,25
2024,1020,1,17,54,9,208,32,5,37,9,1,905,394,54
2025,1020,1,1,3,5,124,5,4,8,3,3,2309,245,0
2025,1020,1,2,5,6,143,16,3,13,3,3,2099,539,0
2025,1020,1,3,6,3,139,12,8,15,5,2,1808,652,1
2025,1020,1,4,3,12,116,23,8,19,5,1,1642,1018,0
2025,1020,1,5,13,40,185,79,45,55,38,28,1633,2042,2
2025,1020,1,6,21,89,333,187,91,109,76,56,1602,2426,5
2025,1020,1,7,66,100,440,258,84,128,64,63,1544,2521,8
2025,1020,1,8,73,85,317,213,80,136,58,52,1278,2620,6
2025,1020,1,9,60,85,215,211,65,140,62,48,1116,2374,7
2025,1020,1,10,41,69,225,129,56,111,62,38,935,1952,2
2025,1020,1,11,33,63,206,134,50,101,38,42,1027,1784,3
2025,1020,1,12,37,78,228,137,45,119,36,25,1108,1612,7
2025,1020,1,13,36,46,248,109,26,97,29,25,1099,1399,11
2025,1020,1,14,29,47,213,68,17,67,24,14,741,1025,17
2025,1020,1,15,41,30,186,39,9,47,12,8,472,775,23
2025,1020,1,16,29,17,137,30,12,34,7,4,492,504,21
2025,1020,1,17,51,12,205,33,6,39,6,3,890,438,55
2008,1030,1,1,7,3,68,4,4,6,6,4,1594,139,0
2008,1030,1,2,1,2,42,10,4,6,0,0,1325,254,1
2008,1030,1,3,6,10,88,12,8,8,6,4,1301,309,5
2008,1030,1,4,13,12,82,6,3,12,2,6,1299,461,7
2008,1030,1,5,55,41,144,82,27,58,19,16,1307,857,6
2008,1030,1,6,57,79,198,128,59,128,34,33,1330,1286,5
2008,1030,1,7,55,75,194,129,54,135,45,31,1245,1414,10
2008,1030,1,8,46,94,225,147,41,155,52,30,1315,1410,9
2008,1030,1,9,54,104,257,144,49,155,39,32,1432,1353,25
2008,1030,1,10,74,78,288,112,34,122,38,15,1239,1062,53
2008,1030,1,11,57,58,300,78,28,95,34,12,931,1013,62
2008,1030,1,12,76,42,250,58,16,60,20,9,876,881,80
2008,1030,1,13,47,28,209,67,28,70,18,12,904,667,102
2008,1030,1,14,42,24,219,41,11,46,16,5,1054,541,141
2008,1030,1,15,42,8,155,28,6,28,8,1,393,322,93
2008,1030,1,16,25,10,97,22,2,23,7,8,434,205,118
2008,1030,1,17,29,7,123,21,5,22,4,2,533,196,227
2009,1030,1,1,5,2,81,7,5,6,7,3,1603,136,0
2009,1030,1,2,0,3,48,10,3,5,0,2,1293,250,0
2009,1030,1,3,3,12,79,9,9,7,4,2,1315,300,2
2009,1030,1,4,13,10,83,10,5,15,7,6,1296,412,5
2009,1030,1,5,55,43,144,95,32,59,24,19,1298,919,6
2009,1030,1,6,70,71,208,119,70,129,39,29,1370,1252,3
2009,1030,1,7,52,81,177,125,53,136,52,32,1144,1445,7
2009,1030,1,8,39,96,221,131,36,150,59,32,1251,1340,9
2009,1030,1,9,41,98,252,149,46,153,42,26,1389,1340,14
2009,1030,1,10,84,78,275,114,37,110,39,18,1295,1103,46
2009,1030,1,11,60,64,296,80,32,109,37,15,976,1009,47
2009,1030,1,12,70,46,270,65,15,61,19,9,812,889,65
2009,1030,1,13,55,27,212,62,24,76,17,11,881,677,82
2009,1030,1,14,44,22,226,36,14,43,15,5,1145,526,116
2009,1030,1,15,38,8,163,36,7,21,10,2,436,349,75
2009,1030,1,16,34,10,107,22,2,35,5,7,415,202,95
2009,1030,1,17,31,10,124,25,5,20,8,2,589,198,174
2010,1030,1,1,4,4,106,9,4,5,4,0,1673,147,0
2010,1030,1,2,0,5,59,9,3,6,4,3,1309,245,0
2010,1030,1,3,1,9,66,5,7,6,5,2,1251,327,1
2010,1030,1,4,12,12,87,14,2,18,5,2,1325,407,1
2010,1030,1,5,49,54,150,93,37,49,30,17,1266,944,4
2010,1030,1,6,74,78,218,133,56,124,40,26,1371,1250,4
2010,1030,1,7,59,85,173,132,57,143,41,31,1143,1421,5
2010,1030,1,8,39,89,206,129,34,150,53,33,1222,1318,7
2010,1030,1,9,42,92,256,145,49,151,41,32,1319,1365,8
2010,1030,1,10,74,75,249,123,42,115,42,23,1348,1135,29
2010,1030,1,11,67,62,284,83,31,122,44,15,1019,1008,41
2010,1030,1,12,66,50,276,63,19,64,18,10,786,897,49
2010,1030,1,13,52,35,221,65,23,73,20,9,855,696,56
2010,1030,1,14,53,21,221,34,16,48,10,8,1095,532,72
2010,1030,1,15,40,12,187,37,8,24,16,2,578,376,75
2010,1030,1,16,35,10,110,27,2,33,5,5,400,203,56
2010,1030,1,17,34,12,143,24,4,25,7,3,632,204,118
2011,1030,1,1,5,5,104,8,6,8,7,0,1770,165,0
2011,1030,1,2,1,2,69,5,3,9,6,3,1305,226,0
2011,1030,1,3,1,7,49,8,8,7,4,1,1273,370,0
2011,1030,1,4,10,10,98,18,8,11,4,5,1341,406,0
2011,1030,1,5,40,59,165,114,40,53,36,19,1285,955,4
2011,1030,1,6,78,79,205,149,65,111,35,26,1400,1337,3
2011,1030,1,7,62,77,193,142,68,149,39,40,1116,1399,1
2011,1030,1,8,45,88,201,110,36,147,54,34,1224,1324,3
2011,1030,1,9,41,91,242,144,49,150,46,35,1260,1342,3
2011,1030,1,10,61,86,259,128,42,128,41,28,1340,1185,21
2011,1030,1,11,63,71,299,90,29,127,45,13,1081,997,33
2011,1030,1,12,66,53,268,70,23,67,16,15,792,923,38
2011,1030,1,13,50,35,218,55,23,65,20,10,882,742,35
2011,1030,1,14,45,26,202,45,14,57,13,6,960,550,43
2011,1030,1,15,44,13,208,44,10,26,16,4,717,369,64
2011,1030,1,16,31,9,121,23,2,31,7,3,395,224,30
2011,1030,1,17,33,14,148,29,5,30,7,5,691,206,53
2012,1030,1,1,6,3,116,12,6,8,3,1,1791,160,0
2012,1030,1,2,1,5,71,5,3,11,9,2,1315,254,0
2012,1030,1,3,3,6,50,8,6,5,1,0,1246,374,0
2012,1030,1,4,8,10,103,21,10,18,6,4,1338,403,1
2012,1030,1,5,34,71,168,132,42,55,26,20,1335,978,4
2012,1030,1,6,80,62,219,151,84,98,46,25,1387,1352,4
2012,1030,1,7,58,76,210,147,70,159,36,40,1176,1438,2
2012,1030,1,8,50,86,190,104,43,143,54,28,1123,1351,2
2012,1030,1,9,46,83,229,142,45,156,47,27,1239,1342,3
2012,1030,1,10,57,86,262,127,42,138,48,34,1333,1232,15
2012,1030,1,11,64,61,276,97,37,121,35,15,1132,1014,34
2012,1030,1,12,56,58,268,72,23,89,27,18,813,912,35
2012,1030,1,13,67,39,241,51,24,53,18,10,853,769,41
2012,1030,1,14,42,24,184,52,15,53,15,5,835,555,43
2012,1030,1,15,41,20,206,42,10,35,15,4,869,401,56
2012,1030,1,16,33,8,118,21,3,25,7,3,365,236,38
2012,1030,1,17,33,14,161,30,6,31,9,5,709,215,52
2013,1030,1,1,8,4,122,12,7,10,2,2,1792,196,1
2013,1030,1,2,3,7,71,10,1,10,9,2,1363,265,1
2013,1030,1,3,1,2,59,10,3,5,0,1,1224,334,0
2013,1030,1,4,9,13,87,20,13,19,7,3,1264,428,1
2013,1030,1,5,36,71,172,139,53,66,34,16,1411,946,5
2013,1030,1,6,77,78,232,152,83,94,42,20,1366,1449,6
2013,1030,1,7,67,75,228,152,74,155,42,50,1263,1446,2
2013,1030,1,8,53,81,171,120,47,137,48,31,1100,1337,1
2013,1030,1,9,46,71,229,127,41,153,52,28,1179,1335,2
2013,1030,1,10,53,92,249,122,50,142,48,34,1283,1282,15
2013,1030,1,11,65,70,279,114,32,118,34,16,1134,1062,28
2013,1030,1,12,56,59,264,69,25,92,31,12,860,889,39
2013,1030,1,13,65,37,224,51,21,53,18,13,785,790,33
2013,1030,1,14,41,25,185,53,20,61,16,7,810,582,43
2013,1030,1,15,40,22,200,36,9,41,16,5,946,441,50
2013,1030,1,16,31,8,130,22,4,23,7,1,347,250,42
2013,1030,1,17,33,13,162,33,6,29,8,6,704,222,52
2014,1030,1,1,9,6,121,11,8,10,1,2,1845,194,0
2014,1030,1,2,3,6,85,9,7,8,9,2,1357,296,1
2014,1030,1,3,1,2,60,9,4,6,2,2,1215,329,0
2014,1030,1,4,9,11,79,15,13,10,5,3,1270,416,3
2014,1030,1,5,28,67,185,157,53,74,34,9,1425,967,3
2014,1030,1,6,82,76,246,156,74,101,52,26,1337,1589,8
2014,1030,1,7,73,88,240,154,75,145,44,42,1335,1543,1
2014,1030,1,8,50,79,174,119,48,135,45,29,1029,1431,2
2014,1030,1,9,42,79,207,127,43,156,47,32,1138,1325,5
2014,1030,1,10,42,94,263,117,52,137,50,32,1273,1265,8
2014,1030,1,11,67,69,264,116,32,106,38,16,1188,1096,30
2014,1030,1,12,63,58,259,75,30,104,36,14,878,943,30
2014,1030,1,13,58,46,233,60,17,54,16,13,744,793,36
2014,1030,1,14,43,25,184,51,22,62,17,9,772,607,43
2014,1030,1,15,38,22,191,32,13,39,15,4,1012,446,48
2014,1030,1,16,29,5,128,27,5,20,10,2,384,263,39
2014,1030,1,17,38,12,160,29,6,32,9,5,698,239,50
2015,1030,1,1,12,7,123,11,7,12,3,1,1819,222,0
2015,1030,1,2,2,6,99,11,7,6,5,2,1427,309,1
2015,1030,1,3,1,3,55,8,3,8,5,3,1232,326,0
2015,1030,1,4,2,8,66,7,14,9,4,4,1255,569,2
2015,1030,1,5,29,64,203,145,55,65,36,17,1449,1045,7
2015,1030,1,6,70,90,261,167,73,101,63,22,1366,1645,12
2015,1030,1,7,84,83,242,170,77,140,45,40,1318,1716,3
2015,1030,1,8,50,74,183,112,58,140,41,33,1025,1557,0
2015,1030,1,9,42,83,204,125,34,143,54,30,1109,1328,4
2015,1030,1,10,37,81,264,130,51,142,48,29,1230,1319,7
2015,1030,1,11,65,77,250,118,37,103,39,22,1239,1156,24
2015,1030,1,12,64,59,255,80,27,112,39,11,919,968,31
2015,1030,1,13,57,47,231,56,18,56,15,12,731,795,29
2015,1030,1,14,39,31,183,56,21,58,17,9,733,620,35
2015,1030,1,15,43,21,187,28,14,40,11,6,945,463,34
2015,1030,1,16,29,11,146,32,7,24,15,2,486,283,38
2015,1030,1,17,38,12,157,29,5,29,11,5,664,248,48
2016,1030,1,1,9,5,110,11,8,13,2,1,1819,236,1
2016,1030,1,2,5,7,98,10,6,9,2,2,1450,341,0
2016,1030,1,3,1,5,61,3,3,7,4,3,1225,354,0
2016,1030,1,4,0,10,53,12,11,9,5,5,1255,961,2
2016,1030,1,5,32,59,205,136,62,71,33,28,1440,1228,6
2016,1030,1,6,69,94,283,176,72,103,68,23,1370,1905,13
2016,1030,1,7,85,71,237,164,67,139,41,39,1298,1864,5
2016,1030,1,8,62,74,194,133,62,142,41,32,985,1604,0
2016,1030,1,9,39,80,190,114,35,134,48,27,1135,1385,4
2016,1030,1,10,37,88,231,128,53,135,54,29,1158,1337,5
2016,1030,1,11,53,82,268,120,46,114,38,29,1232,1222,21
2016,1030,1,12,64,62,253,91,22,116,44,10,992,986,31
2016,1030,1,13,63,49,233,55,20,60,14,14,717,847,29
2016,1030,1,14,42,28,190,49,20,53,15,6,749,652,30
2016,1030,1,15,38,25,158,37,12,48,16,6,810,469,31
2016,1030,1,16,33,10,162,34,10,24,15,4,587,281,44
2016,1030,1,17,35,9,162,25,4,34,12,4,647,247,50
2017,1030,1,1,9,7,109,12,9,14,3,2,1826,223,0
2017,1030,1,2,5,7,104,10,6,9,1,0,1452,384,0
2017,1030,1,3,1,6,58,9,4,9,6,3,1219,353,0
2017,1030,1,4,3,16,46,8,5,10,1,0,1244,751,2
2017,1030,1,5,18,73,193,135,73,67,33,38,1444,1270,7
2017,1030,1,6,67,91,288,176,48,105,65,26,1377,1960,12
2017,1030,1,7,98,80,239,149,73,123,43,32,1268,1939,6
2017,1030,1,8,64,66,204,128,57,139,41,40,1068,1680,1
2017,1030,1,9,37,80,159,114,35,126,42,24,1040,1421,5
2017,1030,1,10,42,86,222,132,48,142,50,23,1145,1362,3
2017,1030,1,11,52,85,253,123,45,118,45,33,1244,1257,15
2017,1030,1,12,62,61,253,90,32,118,34,12,1044,998,31
2017,1030,1,13,55,53,237,60,20,75,25,17,731,862,23
2017,1030,1,14,48,33,210,49,19,51,14,5,722,657,33
2017,1030,1,15,35,20,145,40,12,47,15,6,699,464,30
2017,1030,1,16,36,13,158,34,9,31,15,4,704,324,36
2017,1030,1,17,35,10,164,27,5,31,11,5,612,269,55
2018,1030,1,1,6,6,113,10,5,16,1,4,1841,204,0
2018,1030,1,2,8,7,105,16,6,10,1,0,1476,407,0
2018,1030,1,3,2,8,60,11,3,10,6,2,1231,407,0
2018,1030,1,4,1,6,45,9,8,8,2,2,1224,663,1
2018,1030,1,5,25,86,188,115,65,79,38,33,1338,1332,6
2018,1030,1,6,61,86,295,176,63,109,55,33,1439,1998,10
2018,1030,1,7,94,90,270,158,66,111,41,34,1252,2016,6
2018,1030,1,8,65,71,204,117,54,137,39,40,1103,1689,3
2018,1030,1,9,38,70,160,114,41,114,36,25,1006,1499,2
2018,1030,1,10,46,80,210,128,40,140,52,24,1096,1379,3
2018,1030,1,11,49,95,236,114,48,132,46,29,1230,1286,13
2018,1030,1,12,60,68,263,105,28,114,29,14,1062,1028,26
2018,1030,1,13,59,53,229,69,22,77,29,13,771,854,28
2018,1030,1,14,48,34,198,46,13,50,14,9,697,677,27
2018,1030,1,15,32,24,157,47,16,56,15,7,661,472,30
2018,1030,1,16,39,15,156,30,9,33,15,5,790,354,34
2018,1030,1,17,35,12,175,32,6,28,11,5,607,270,51
2019,1030,1,1,5,4,117,12,3,17,1,2,1860,211,0
2019,1030,1,2,6,7,100,13,5,14,1,1,1494,413,0
2019,1030,1,3,1,5,76,11,4,9,6,0,1244,440,0
2019,1030,1,4,2,5,52,7,7,11,0,3,1195,593,1
2019,1030,1,5,23,77,179,107,68,62,37,31,1378,1309,4
2019,1030,1,6,64,96,308,201,65,119,58,39,1438,1976,12
2019,1030,1,7,92,88,285,156,59,111,46,37,1273,2143,8
2019,1030,1,8,68,78,222,123,62,140,39,36,1169,1777,1
2019,1030,1,9,42,61,159,98,41,109,39,25,936,1600,2
2019,1030,1,10,43,86,193,120,35,138,49,27,1068,1401,3
2019,1030,1,11,40,85,234,118,50,130,48,29,1199,1305,7
2019,1030,1,12,62,72,258,107,29,100,31,14,1107,1104,31
2019,1030,1,13,55,55,234,71,25,89,32,14,809,893,23
2019,1030,1,14,51,43,211,49,13,55,14,10,650,695,27
2019,1030,1,15,34,23,160,48,19,56,15,8,641,492,30
2019,1030,1,16,35,14,153,25,10,36,15,5,835,357,34
2019,1030,1,17,37,12,175,39,6,30,12,6,621,294,48
2020,1030,1,1,7,6,114,14,5,13,1,1,1831,188,0
2020,1030,1,2,7,7,93,15,5,17,2,1,1452,402,0
2020,1030,1,3,1,5,82,11,4,8,4,2,1248,461,0
2020,1030,1,4,0,7,51,7,6,10,4,3,1189,547,1
2020,1030,1,5,16,58,146,92,60,54,42,39,1365,1275,3
2020,1030,1,6,62,108,316,191,70,117,53,29,1421,1987,8
2020,1030,1,7,85,92,296,161,66,119,48,36,1281,2151,11
2020,1030,1,8,77,66,225,126,60,127,40,35,1129,1855,4
2020,1030,1,9,53,58,162,103,39,107,44,24,932,1623,0
2020,1030,1,10,31,81,190,119,33,132,46,26,1025,1410,2
2020,1030,1,11,42,85,226,121,51,140,47,27,1149,1325,4
2020,1030,1,12,58,74,237,117,32,105,33,21,1166,1129,26
2020,1030,1,13,54,58,234,77,27,99,36,10,809,911,24
2020,1030,1,14,52,44,201,48,12,56,13,12,657,705,26
2020,1030,1,15,29,28,162,54,23,52,15,7,614,505,28
2020,1030,1,16,35,15,152,24,10,35,8,6,766,373,30
2020,1030,1,17,42,13,194,38,8,33,14,6,695,318,48
2021,1030,1,1,6,7,112,16,5,11,1,4,1792,175,0
2021,1030,1,2,7,8,91,18,7,17,2,2,1454,418,0
2021,1030,1,3,3,4,90,8,4,7,2,2,1287,459,0
2021,1030,1,4,0,8,60,11,10,11,8,4,1189,554,1
2021,1030,1,5,15,61,143,96,69,44,48,41,1407,1259,4
2021,1030,1,6,65,98,356,174,81,117,68,43,1469,1918,8
2021,1030,1,7,79,102,295,178,65,135,57,30,1325,2286,9
2021,1030,1,8,81,60,225,132,49,120,41,41,1152,1938,4
2021,1030,1,9,54,62,172,102,46,106,43,27,892,1710,3
2021,1030,1,10,36,74,179,116,28,126,42,24,1040,1469,4
2021,1030,1,11,35,85,208,121,54,135,54,25,1098,1338,4
2021,1030,1,12,46,77,250,113,32,115,36,26,1168,1169,19
2021,1030,1,13,53,62,228,88,24,105,39,10,910,935,26
2021,1030,1,14,54,43,194,45,15,58,13,14,639,712,23
2021,1030,1,15,35,27,163,44,19,48,13,5,652,542,24
